"datetime";"shop";"card";"bonus_earned";"bonus_spent";"summ";"summ_with_disc";"doc_id"
2022-01-21 19:53:59.000;Аптека 8;"2000200190677";15;55;599;599;"15#15000206#66130#15_103"
2022-01-21 20:00:12.000;Аптека 7;"2000200207221";14;0;373;373;"15#11000614#66130#11_196"
2022-01-21 20:08:30.000;Аптека 7;"2000200176565";26;0;1505;1505;"15#11000614#66130#11_199"
2022-01-21 20:17:02.000;Аптека 2;"8e92206e-3dcb-44d0-bd78-83a8adf19cdb";5;0;561;561;"15#2000270#66130#2_134"
2022-01-21 20:28:22.000;Аптека 2;"2000200203322";0;9;145;145;"15#2000270#66130#2_135"
2022-01-21 20:41:08.000;Аптека 10;"2000200210764";76;0;880;880;"15#17000369#66130#17_137"
2022-01-21 20:43:01.000;Аптека 2;"2000200231349";83;0;1278;1278;"15#2000270#66130#2_137"
2022-01-21 20:48:01.000;Аптека 2;"2000200191131";13;23;513;513;"15#2000270#66130#2_138"
2022-01-21 20:52:18.000;Аптека 2;d80918e1-f200-4fef-95fc-dba2dd57ae4f;10;37;403;403;"15#2000270#66130#2_139"
2022-01-22 09:14:29.000;Аптека 10;"2000200189077";23;0;769;769;"15#17000404#66131#17_3"
2022-01-22 09:15:08.000;Аптека 4;"47ad39e7-4170-4a4b-a59a-ed160d124f15";2;17;118;118;"15#7000174#66131#7_3"
2022-01-22 09:16:08.000;Аптека 7;"26ca0715-d22a-449c-84c8-6cb8ee0cf545";29;0;997;997;"15#11000670#66131#11_5"
2022-01-22 09:16:57.000;Аптека 7;"26ca0715-d22a-449c-84c8-6cb8ee0cf545";8;0;285;285;"15#11000670#66131#11_6"
2022-01-22 09:27:34.000;Аптека 4;"26b31b0d-b701-4bbd-9e15-921198bc75fe";24;0;928;928;"15#7000174#66131#7_5"
2022-01-22 09:51:01.000;Аптека 10;"2000200221845";27;0;905;905;"15#17000404#66131#17_5"
2022-01-22 10:02:37.000;Аптека 2;"28665903-4d02-4d9a-bad3-a37003b9abf6";11;0;383;383;"15#2000310#66131#2_9"
2022-01-22 10:11:10.000;Аптека 8;"2000200157564";2;21;176;176;"15#15000221#66131#15_4"
2022-01-22 10:17:52.000;Аптека 2;"2000200202349";27;25;925;925;"15#2000310#66131#2_11"
2022-01-22 10:21:30.000;Аптека 2;"561e84b1-1424-4afa-9a08-60978e7ce4c2";36;18;1234;1234;"15#2000310#66131#2_12"
2022-01-22 10:29:54.000;Аптека 4;"2000200160281";37;0;1426;1426;"15#7000174#66131#7_12"
2022-01-22 10:35:44.000;Аптека 8;ba704deb-5ba4-442d-b51a-f3c085567f89;11;38;625;625;"15#15000221#66131#15_12"
2022-01-22 10:40:06.000;Аптека 7;"2000200211303";60;0;4642;4642;"15#11000670#66131#11_19"
2022-01-22 10:43:28.000;Аптека 2;dd3de229-40d2-4db0-a5b2-5fbbfb72a9bd;4;0;438;438;"15#2000317#66131#2_1"
2022-01-22 10:47:40.000;Аптека 10;"2000200228844";7;88;329;329;"15#17000404#66131#17_14"
2022-01-22 10:55:51.000;Аптека 2;f3825b8d-25f3-4a17-bb8e-1f3f19338c20;13;0;452;452;"15#2000317#66131#2_3"
2022-01-22 11:01:32.000;Аптека 2;"2000200222712";14;0;472;472;"15#2000310#66131#2_23"
2022-01-22 11:02:24.000;Аптека 2;"2000200227588";24;39;839;839;"15#2000317#66131#2_5"
2022-01-22 11:07:13.000;Аптека 2;c3d0a026-dcee-4f4f-bbbc-4abc3ef423a1;16;10;544;544;"15#2000310#66131#2_24"
2022-01-22 11:09:14.000;Аптека 8;"2000200198345";52;0;2162;2162;"15#15000221#66131#15_17"
2022-01-22 11:22:53.000;Аптека 8;"9471d72e-0783-43a0-ba5c-26f2c4cafad2";7;31;447;447;"15#15000221#66131#15_20"
2022-01-22 11:24:56.000;Аптека 2;"2000200233145";86;0;1285;1285;"15#2000310#66131#2_28"
2022-01-22 11:30:01.000;Аптека 10;"2000200186939";29;0;1087;1087;"15#17000404#66131#17_22"
2022-01-22 11:32:27.000;Аптека 7;e2ef6581-09f5-44c8-804c-f5329b71ec2f;25;0;845;845;"15#11000670#66131#11_39"
2022-01-22 11:36:23.000;Аптека 2;"2000200185697";9;41;398;398;"15#2000310#66131#2_31"
2022-01-22 11:37:17.000;Аптека 8;"2000200233169";63;0;620;620;"15#15000221#66131#15_24"
2022-01-22 11:38:33.000;Аптека 4;"2000200183037";7;73;773;773;"15#7000174#66131#7_21"
2022-01-22 11:40:47.000;Аптека 4;"7bf2b55a-347b-4c49-8e25-8e4c0f0c7e50";1;12;88;88;"15#7000174#66131#7_23"
2022-01-22 11:45:48.000;Аптека 8;"2000200220077";25;0;658;658;"15#15000221#66131#15_25"
2022-01-22 11:46:09.000;Аптека 2;"6a0af895-e95d-4f16-b101-d384b4e0ffa7";23;0;777;777;"15#2000310#66131#2_33"
2022-01-22 11:58:16.000;Аптека 10;"2000200198444";25;0;511;511;"15#17000404#66131#17_30"
2022-01-22 12:01:17.000;Аптека 10;"2000200198444";57;0;1928;1928;"15#17000404#66131#17_31"
2022-01-22 12:02:09.000;Аптека 10;"2000200228905";9;57;357;357;"15#17000404#66131#17_32"
2022-01-22 12:06:03.000;Аптека 10;"2000200170068";95;0;4144;4144;"15#17000404#66131#17_33"
2022-01-22 12:09:17.000;Аптека 10;"2000200170068";40;116;1456;1456;"15#17000404#66131#17_35"
2022-01-22 12:13:13.000;Аптека 10;"2000200172802";48;0;1605;1605;"15#17000404#66131#17_38"
2022-01-22 12:17:50.000;Аптека 2;"07d64be5-32a6-4537-a09d-d234ece15d2c";32;0;808;808;"15#2000317#66131#2_19"
2022-01-22 12:18:00.000;Аптека 8;"8722fb44-6e0f-4a8d-8f70-6d9516a34606";4;0;298;298;"15#15000221#66131#15_32"
2022-01-22 12:22:26.000;Аптека 8;"2000200216315";20;0;636;636;"15#15000221#66131#15_33"
2022-01-22 12:27:53.000;Аптека 4;"2000200211358";21;19;719;719;"15#7000174#66131#7_32"
2022-01-22 12:29:32.000;Аптека 7;"2000200223474";15;0;506;506;"15#11000670#66131#11_58"
2022-01-22 12:34:54.000;Аптека 2;"26cebe67-4baa-49ac-952f-8d7027542945";105;120;3232;3232;"15#2000310#66131#2_42"
2022-01-22 12:39:08.000;Аптека 7;"51bc71f8-126a-4afe-9398-1232ab489c6a";16;0;615;554;"15#11000670#66131#11_61"
2022-01-22 12:39:36.000;Аптека 8;"2000200219194";4;0;140;140;"15#15000221#66131#15_37"
2022-01-22 12:45:01.000;Аптека 8;b558b807-78c9-4ab0-9930-3c6d7dcc9bcf;4;0;190;190;"15#15000221#66131#15_40"
2022-01-22 12:45:09.000;Аптека 7;d83a5bf2-77b8-4d41-b5d6-718db5770053;1;0;167;167;"15#11000670#66131#11_64"
2022-01-22 12:59:46.000;Аптека 2;"8f3cd756-7bd4-4907-98bd-5055066feade";33;0;1177;1177;"15#2000310#66131#2_49"
2022-01-22 13:01:52.000;Аптека 2;"13d65128-2a44-42d4-add4-d65c15ef19f2";15;0;520;520;"15#2000317#66131#2_28"
2022-01-22 13:03:13.000;Аптека 8;"2000200190028";2;0;291;291;"15#15000221#66131#15_44"
2022-01-22 13:08:45.000;Аптека 2;"2000200193432";17;0;388;388;"15#2000317#66131#2_31"
2022-01-22 13:15:34.000;Аптека 1;"9b0bc26a-1d46-4b94-8434-da669a42edc8";4;0;156;156;"15#13000203#66130#13_93"
2022-01-22 13:15:35.000;Аптека 1;f7fba726-e1b9-481e-b81e-0fe3f7f17b8e;14;0;295;295;"15#13000203#66130#13_101"
2022-01-22 13:15:38.000;Аптека 1;b10fc202-8259-4f95-a394-457d1563c7a9;43;0;1459;1459;"15#13000203#66130#13_117"
2022-01-22 13:15:40.000;Аптека 1;"2e5a0dad-689b-48f0-95bc-6aa2c2f39d00";12;0;411;411;"15#13000203#66130#13_118"
2022-01-22 13:15:42.000;Аптека 1;"2000200164968";7;0;245;245;"15#13000203#66130#13_125"
2022-01-22 13:15:44.000;Аптека 1;"13dae46b-91c2-48cc-9306-c5dc99fe534b";46;0;1562;1562;"15#13000203#66130#13_126"
2022-01-22 13:20:10.000;Аптека 10;"2000200184867";27;0;902;902;"15#17000404#66131#17_51"
2022-01-22 13:25:07.000;Аптека 2;"2000200169949";36;0;1139;1139;"15#2000310#66131#2_56"
2022-01-22 13:25:47.000;Аптека 2;a86e52b9-32ef-425d-974f-d9f291afc0e3;160;101;4191;4191;"15#2000310#66131#2_59"
2022-01-22 13:27:26.000;Аптека 10;"2000200204930";8;0;274;274;"15#17000404#66131#17_56"
2022-01-22 13:33:20.000;Аптека 10;"2000200195436";20;0;1060;1060;"15#17000404#66131#17_60"
2022-01-22 13:35:44.000;Аптека 2;"2000200171751";2;0;175;175;"15#2000310#66131#2_64"
2022-01-22 13:44:21.000;Аптека 4;"76da8a40-8bf1-403f-8b6b-bdab0ee7a7f5";24;0;493;493;"15#7000174#66131#7_49"
2022-01-22 13:44:47.000;Аптека 7;"2000200201274";0;78;79;79;"15#11000670#66131#11_83"
2022-01-22 13:51:39.000;Аптека 8;"2000200172772";9;0;331;331;"15#15000221#66131#15_50"
2022-01-22 13:52:50.000;Аптека 2;"5e8925ed-c2ea-4076-a85e-ea6c52a4d81b";12;8;408;408;"15#2000310#66131#2_69"
2022-01-22 13:54:32.000;Аптека 1;"2000200194194";64;0;497;497;"15#13000245#66131#13_69"
2022-01-22 14:05:16.000;Аптека 7;"2000200217220";87;0;1489;1489;"15#11000670#66131#11_93"
2022-01-22 14:07:26.000;Аптека 7;"2000200217213";63;0;852;852;"15#11000670#66131#11_94"
2022-01-22 14:13:34.000;Аптека 2;"2000200186984";21;0;997;997;"15#2000317#66131#2_42"
2022-01-22 14:20:40.000;Аптека 7;"2000200217206";127;0;5009;5009;"15#11000670#66131#11_98"
2022-01-22 14:25:21.000;Аптека 7;"2000200182214";101;46;2640;2640;"15#11000670#66131#11_100"
2022-01-22 14:28:46.000;Аптека 10;"2000200217459";65;0;842;842;"15#17000404#66131#17_72"
2022-01-22 14:31:48.000;Аптека 2;"824c571e-6a20-4373-ae9b-023602d0ae39";53;94;1875;1875;"15#2000310#66131#2_81"
2022-01-22 14:34:22.000;Аптека 1;"2000200212065";10;100;311;311;"15#13000245#66131#13_78"
2022-01-22 14:39:01.000;Аптека 2;"2000200181057";1;32;221;221;"15#2000317#66131#2_46"
2022-01-22 14:47:39.000;Аптека 4;"2000200163848";7;0;178;178;"15#7000174#66131#7_54"
2022-01-22 14:49:15.000;Аптека 7;fbafc87f-0f3c-4d3d-9d0d-a1bd473de30b;15;0;677;677;"15#11000670#66131#11_107"
2022-01-22 14:49:42.000;Аптека 2;"2000200150954";49;0;1642;1642;"15#2000310#66131#2_88"
2022-01-22 14:50:19.000;Аптека 10;"2000200188704";14;0;737;737;"15#17000404#66131#17_78"
2022-01-22 14:54:23.000;Аптека 1;f658a90b-69b0-4917-b912-8ba1cd842bc2;6;0;365;365;"15#13000245#66131#13_80"
2022-01-22 14:58:26.000;Аптека 10;"2000200204589";114;0;4165;4165;"15#17000404#66131#17_80"
2022-01-22 15:07:41.000;Аптека 10;"2000200188995";1;0;161;161;"15#17000404#66131#17_81"
2022-01-22 15:11:32.000;Аптека 4;eedb08a4-6433-4560-be0d-3989cba0bf18;3;0;94;94;"15#7000174#66131#7_60"
2022-01-22 15:24:10.000;Аптека 10;"2000200172598";7;37;295;295;"15#17000404#66131#17_85"
2022-01-22 15:26:56.000;Аптека 4;"2000200214052";65;0;662;662;"15#7000174#66131#7_64"
2022-01-22 15:36:25.000;Аптека 7;"76c056da-5253-4ead-8a5f-0e2636866ab2";26;0;873;873;"15#11000670#66131#11_120"
2022-01-22 15:37:08.000;Аптека 4;"2fd80247-e9d1-4d5b-9602-7737596f34e7";6;53;577;577;"15#7000174#66131#7_66"
2022-01-22 15:55:49.000;Аптека 1;f0a02f92-8254-4595-b0cc-0772b0afb811;8;0;337;337;"15#13000245#66131#13_93"
2022-01-22 15:58:00.000;Аптека 8;f32297cb-f7f9-4203-98cd-e97e54b2664f;7;0;260;260;"15#15000221#66131#15_74"
2022-01-22 16:09:02.000;Аптека 8;"2000200232322";9;54;374;374;"15#15000221#66131#15_76"
2022-01-22 16:16:32.000;Аптека 8;"2000200233176";66;0;781;781;"15#15000221#66131#15_79"
2022-01-22 16:21:26.000;Аптека 8;"2000200204305";58;0;2614;2614;"15#15000221#66131#15_80"
2022-01-22 16:22:18.000;Аптека 10;"2000200210283";72;0;2397;2397;"15#17000404#66131#17_102"
2022-01-22 16:26:24.000;Аптека 2;"2000200198871";10;63;420;420;"15#2000310#66131#2_106"
2022-01-22 16:32:34.000;Аптека 7;"100010e1-2696-4942-965c-5d12bf95d330";10;64;1096;1096;"15#11000670#66131#11_130"
2022-01-22 16:46:47.000;Аптека 8;"2000200220077";25;0;937;937;"15#15000221#66131#15_88"
2022-01-22 16:55:39.000;Аптека 1;a7c6fc2f-62b4-42c9-bcc1-0364f9d4b856;35;0;1220;1220;"15#13000245#66131#13_103"
2022-01-22 16:58:38.000;Аптека 10;"2000200217466";64;0;611;611;"15#17000404#66131#17_111"
2022-01-22 17:03:40.000;Аптека 7;af41f802-53ca-4410-b743-e240f1b184cf;9;0;212;212;"15#11000670#66131#11_140"
2022-01-22 17:07:04.000;Аптека 10;"2000200228912";13;0;264;264;"15#17000404#66131#17_114"
2022-01-22 17:07:37.000;Аптека 8;"2000200159223";2;0;87;87;"15#15000221#66131#15_92"
2022-01-22 17:17:32.000;Аптека 7;"2000200205111";15;0;504;504;"15#11000670#66131#11_144"
2022-01-22 17:28:50.000;Аптека 2;"17a106bc-a914-4a7a-ad46-1630f20a99d9";22;0;1412;1412;"15#2000317#66131#2_66"
2022-01-22 17:29:27.000;Аптека 4;dd4bc772-4e7e-4d71-acf6-078dd2fa0ce8;21;0;901;901;"15#7000174#66131#7_68"
2022-01-22 17:29:29.000;Аптека 4;"178a0391-5a24-4fba-86a4-ac4218d73ed3";1;0;121;121;"15#7000174#66131#7_70"
2022-01-22 17:36:50.000;Аптека 7;fa79b594-393f-4f3b-9480-95e0a249837e;19;0;637;637;"15#11000670#66131#11_147"
2022-01-22 17:40:09.000;Аптека 2;f08dc2f4-50af-4bc6-9285-a84e3a241190;4;0;96;96;"15#2000317#66131#2_68"
2022-01-22 17:47:13.000;Аптека 10;"2000200188629";12;0;547;547;"15#17000404#66131#17_123"
2022-01-22 17:55:08.000;Аптека 1;bfa7a514-a30d-4de3-8471-0e94bb10f6e3;13;0;272;272;"15#13000245#66131#13_108"
2022-01-22 18:04:00.000;Аптека 8;"6b36f844-3d2f-46b5-a19e-afb5cfaf4c56";3;0;318;318;"15#15000221#66131#15_104"
2022-01-22 18:04:19.000;Аптека 10;"2000200227250";16;0;560;560;"15#17000404#66131#17_129"
2022-01-22 18:07:04.000;Аптека 7;"2000200207320";3;0;310;310;"15#11000670#66131#11_152"
2022-01-22 18:07:59.000;Аптека 10;"2000200184867";14;0;490;490;"15#17000404#66131#17_131"
2022-01-22 18:09:47.000;Аптека 2;"2000200222170";7;23;356;356;"15#2000310#66131#2_121"
2022-01-22 18:10:28.000;Аптека 10;"2000200204565";16;0;667;667;"15#17000404#66131#17_132"
2022-01-22 18:20:55.000;Аптека 4;"2000200180678";33;0;661;661;"15#7000174#66131#7_84"
2022-01-22 18:24:53.000;Аптека 4;"2000200182030";41;0;1372;1372;"15#7000174#66131#7_86"
2022-01-22 18:26:16.000;Аптека 2;c8be83c5-234f-4fcc-a216-a5de1c1f5794;6;4;255;255;"15#2000310#66131#2_123"
2022-01-22 18:32:18.000;Аптека 8;"2000200157564";5;0;211;197;"15#15000221#66131#15_113"
2022-01-22 18:34:11.000;Аптека 8;"2000200159551";3;0;131;131;"15#15000221#66131#15_114"
2022-01-22 18:38:17.000;Аптека 1;"2dcb34d9-1152-49f1-a0eb-796b7b717691";10;30;390;390;"15#13000245#66131#13_116"
2022-01-22 18:44:59.000;Аптека 4;"171da9a4-4a6d-4bc5-89e6-1567a06a370f";9;0;329;329;"15#7000174#66131#7_94"
2022-01-22 18:45:21.000;Аптека 2;"2000200172147";10;0;338;338;"15#2000310#66131#2_126"
2022-01-22 18:47:38.000;Аптека 10;"2000200217473";70;0;685;685;"15#17000404#66131#17_139"
2022-01-22 18:49:16.000;Аптека 10;"2000200188865";33;88;1219;1219;"15#17000404#66131#17_141"
2022-01-22 18:56:56.000;Аптека 8;"2000200167884";3;14;164;164;"15#15000221#66131#15_118"
2022-01-22 18:57:55.000;Аптека 4;"86fea626-2778-4f40-b1cf-50ade4aae949";1;0;142;142;"15#7000174#66131#7_99"
2022-01-22 19:04:42.000;Аптека 2;"2000200231424";55;0;380;380;"15#2000310#66131#2_130"
2022-01-22 19:04:42.000;Аптека 4;"7c1c7ed4-36b4-4f44-943f-d109b946c076";5;0;547;547;"15#7000174#66131#7_100"
2022-01-22 19:07:12.000;Аптека 2;"39dadf72-12e4-4391-af82-fd20e0d74e7d";12;13;442;442;"15#2000310#66131#2_131"
2022-01-22 19:11:03.000;Аптека 7;"26ca0715-d22a-449c-84c8-6cb8ee0cf545";10;0;456;456;"15#11000670#66131#11_175"
2022-01-22 19:18:42.000;Аптека 7;df07a5bc-6077-4f9d-9774-f83be33c8250;42;0;2010;2010;"15#11000670#66131#11_180"
2022-01-22 19:20:36.000;Аптека 8;e4ba22f2-5bf2-4afa-a48c-d111abd1d0b6;3;0;228;228;"15#15000221#66131#15_122"
2022-01-22 19:24:38.000;Аптека 8;"2000200190028";18;0;603;603;"15#15000221#66131#15_124"
2022-01-22 19:28:14.000;Аптека 8;"36ffba7d-d3c9-4946-b998-9028f6a87c1f";34;0;1232;1232;"15#15000221#66131#15_125"
2022-01-22 19:47:09.000;Аптека 2;"9f234580-5182-47f3-b649-629545c41c1e";19;34;634;634;"15#2000310#66131#2_137"
2022-01-22 19:49:19.000;Аптека 2;"0e832ae0-199c-4fe9-b884-5950eeaed125";41;19;1404;1404;"15#2000310#66131#2_138"
2022-01-22 20:01:23.000;Аптека 7;"19fe477d-8185-4252-b25c-6f3d42bcb342";2;0;234;234;"15#11000670#66131#11_192"
2022-01-22 20:07:20.000;Аптека 7;"2000200223108";3;0;68;68;"15#11000670#66131#11_195"
2022-01-22 20:19:17.000;Аптека 2;"2000200231431";64;0;488;488;"15#2000310#66131#2_146"
2022-01-22 20:22:54.000;Аптека 2;"2000200160144";33;0;1115;1115;"15#2000310#66131#2_148"
2022-01-22 20:52:46.000;Аптека 7;"9f1f2c80-92c9-478a-a23e-06516f2176cb";9;0;483;483;"15#11000670#66131#11_206"
2022-01-23 09:13:01.000;Аптека 7;"8de32cbe-bddc-44da-bc42-34292c7a2b22";12;0;513;498;"15#11000687#66132#11_2"
2022-01-23 09:23:40.000;Аптека 2;"2000200229728";33;0;1195;1132;"15#2000318#66132#2_3"
2022-01-23 09:26:01.000;Аптека 2;"9a4c24ce-8e69-4b5a-bdaa-f6e721ee5517";4;5;485;485;"15#2000318#66132#2_4"
2022-01-23 09:37:53.000;Аптека 1;"90f8474c-004d-47e0-8c38-4809c4cdc2b4";14;0;491;491;"15#13000251#66132#13_4"
2022-01-23 09:44:00.000;Аптека 7;"31480a2d-845f-40d0-9458-fb788f1950b7";34;0;690;690;"15#11000687#66132#11_8"
2022-01-23 09:59:07.000;Аптека 10;d951eafb-5919-431b-ac0c-156af45afa76;6;0;639;639;"15#17000438#66132#17_6"
2022-01-23 10:00:20.000;Аптека 10;d951eafb-5919-431b-ac0c-156af45afa76;33;113;1221;1221;"15#17000438#66132#17_7"
2022-01-23 10:02:57.000;Аптека 8;"2000200232605";14;0;485;485;"15#15000232#66132#15_4"
2022-01-23 10:09:01.000;Аптека 2;"2000200195054";4;0;413;413;"15#2000318#66132#2_5"
2022-01-23 10:12:58.000;Аптека 1;"2000200163220";29;0;918;753;"15#13000251#66132#13_10"
2022-01-23 10:14:37.000;Аптека 2;ecc596e6-3e52-4024-afc2-d94a8cae5711;4;0;486;486;"15#2000318#66132#2_6"
2022-01-23 10:19:22.000;Аптека 10;"2000200189596";41;0;1458;1458;"15#17000438#66132#17_13"
2022-01-23 10:20:02.000;Аптека 2;"2000200227571";11;0;384;384;"15#2000318#66132#2_7"
2022-01-23 10:33:49.000;Аптека 10;a6682d32-405c-4cb3-9cbe-529c15538bb6;11;0;659;659;"15#17000438#66132#17_15"
2022-01-23 10:34:36.000;Аптека 7;de970aad-d079-46cc-a906-0b88de577171;1;36;168;168;"15#11000687#66132#11_16"
2022-01-23 10:36:34.000;Аптека 10;"2000200220619";24;0;813;813;"15#17000438#66132#17_16"
2022-01-23 10:38:11.000;Аптека 7;b8bf0918-6110-4f4f-bd84-5284dc5d9463;38;0;1544;1544;"15#11000687#66132#11_18"
2022-01-23 10:45:48.000;Аптека 8;"2000200190776";20;0;668;668;"15#15000232#66132#15_9"
2022-01-23 10:49:24.000;Аптека 7;"73d78b6e-314c-4e59-92d5-538bcfe96aeb";23;0;793;793;"15#11000687#66132#11_20"
2022-01-23 11:01:15.000;Аптека 2;"2000200169154";19;0;559;559;"15#2000318#66132#2_17"
2022-01-23 11:02:59.000;Аптека 8;"2000200217961";32;100;1179;1179;"15#15000232#66132#15_11"
2022-01-23 11:11:51.000;Аптека 1;aca5cbae-9e3e-4ce0-b34c-c6d9641d8ee1;5;0;594;594;"15#13000251#66132#13_18"
2022-01-23 11:16:21.000;Аптека 7;"2000200224198";87;0;1240;1240;"15#11000687#66132#11_26"
2022-01-23 11:19:50.000;Аптека 10;"2000200220756";31;0;1053;1053;"15#17000438#66132#17_20"
2022-01-23 11:28:00.000;Аптека 2;"0f33eaa6-19c5-438a-802a-99dacc293b3a";13;0;448;448;"15#2000318#66132#2_27"
2022-01-23 11:38:34.000;Аптека 4;"2000200225294";0;4;104;104;"15#7000179#66132#7_14"
2022-01-23 11:40:26.000;Аптека 10;"2000200195986";34;60;1919;1863;"15#17000438#66132#17_21"
2022-01-23 11:41:32.000;Аптека 4;"2000200228660";18;0;360;360;"15#7000179#66132#7_15"
2022-01-23 11:45:33.000;Аптека 10;"288bfa71-9f44-4823-b755-d5ef7fea0d92";27;17;943;943;"15#17000438#66132#17_22"
2022-01-23 11:47:45.000;Аптека 1;"177fa951-2132-4172-9730-e1269441a235";24;0;817;817;"15#13000251#66132#13_22"
2022-01-23 11:50:47.000;Аптека 1;"3502f243-930b-4fa7-a430-e5f907b6d607";32;0;1773;1773;"15#13000251#66132#13_23"
2022-01-23 15:39:22.000;Аптека 10;"2000200229643";24;15;1454;1454;"15#17000438#66132#17_72"
2022-01-23 11:52:21.000;Аптека 2;"25d826ba-ca61-4dd1-a1c0-9f012a5129b7";23;0;1052;1052;"15#2000318#66132#2_32"
2022-01-23 11:53:41.000;Аптека 1;b9b8a326-d0ba-4f32-b14c-26a3a9968ea5;8;0;167;167;"15#13000251#66132#13_25"
2022-01-23 12:01:20.000;Аптека 1;e899fbd1-51c9-4601-9236-eda94ef22a86;26;0;1172;1172;"15#13000251#66132#13_26"
2022-01-23 12:11:26.000;Аптека 2;"2000200202363";5;0;170;170;"15#2000318#66132#2_39"
2022-01-23 12:15:12.000;Аптека 1;"4c7465c5-ff66-444d-baab-d66eab1184d8";7;0;754;754;"15#13000251#66132#13_28"
2022-01-23 12:22:14.000;Аптека 7;"262be3a0-1838-4e35-804c-ad5bf22c4fe7";43;1;2651;2651;"15#11000687#66132#11_50"
2022-01-23 12:22:51.000;Аптека 8;"2000200190134";6;0;210;210;"15#15000232#66132#15_27"
2022-01-23 12:23:55.000;Аптека 2;"2000200179863";41;61;1685;1685;"15#2000318#66132#2_43"
2022-01-23 12:30:31.000;Аптека 10;"2000200214892";67;0;515;515;"15#17000438#66132#17_33"
2022-01-23 12:31:53.000;Аптека 1;"62528565-1263-49ac-b8cb-ca81583fc7f0";69;0;1386;1386;"15#13000251#66132#13_32"
2022-01-23 12:41:21.000;Аптека 4;ac8d5943-26f2-4b58-8b03-085775eb6537;8;0;212;212;"15#7000179#66132#7_27"
2022-01-23 12:42:23.000;Аптека 7;"2000200186274";11;130;511;511;"15#11000687#66132#11_53"
2022-01-23 12:44:10.000;Аптека 2;"453f2f24-9954-4f68-8f72-84a724fb1170";41;0;961;961;"15#2000318#66132#2_54"
2022-01-23 12:46:45.000;Аптека 2;"2000200231448";88;0;779;779;"15#2000318#66132#2_55"
2022-01-23 12:47:29.000;Аптека 8;"2000200159919";5;50;226;226;"15#15000232#66132#15_34"
2022-01-23 12:52:32.000;Аптека 2;"2fe36762-9dc7-4cec-a598-ab598406cf27";31;0;1056;1056;"15#2000318#66132#2_58"
2022-01-23 12:58:07.000;Аптека 10;"2000200211266";10;0;364;364;"15#17000438#66132#17_36"
2022-01-23 12:59:26.000;Аптека 2;"2000200228073";8;0;713;713;"15#2000318#66132#2_62"
2022-01-23 13:04:37.000;Аптека 7;"2000200212652";5;0;553;553;"15#11000687#66132#11_61"
2022-01-23 13:07:24.000;Аптека 7;"3bb27a6b-6437-4da2-b161-789c5e233672";2;0;279;279;"15#11000687#66132#11_63"
2022-01-23 13:13:09.000;Аптека 4;d0a5e29c-401f-4622-8130-9c9561b6adad;34;26;1185;1185;"15#7000179#66132#7_38"
2022-01-23 13:14:56.000;Аптека 1;f53b281b-83c4-4b94-9526-c1b7a9b6c46c;22;0;734;734;"15#13000251#66132#13_49"
2022-01-23 13:16:56.000;Аптека 8;"0f07bc5a-bc7c-4b0a-905c-e7584a9a6ab6";1;50;99;99;"15#15000232#66132#15_42"
2022-01-23 13:19:25.000;Аптека 4;"2000200222668";16;71;614;614;"15#7000179#66132#7_40"
2022-01-23 13:21:13.000;Аптека 8;"8e121bc3-f507-455f-ac87-07b3ea364234";3;0;209;209;"15#15000232#66132#15_45"
2022-01-23 13:25:53.000;Аптека 10;"2000200224686";36;0;1204;1204;"15#17000438#66132#17_44"
2022-01-23 13:29:26.000;Аптека 10;"7fff34d6-fd30-4180-886c-2badf9efb868";13;0;363;363;"15#17000438#66132#17_45"
2022-01-23 13:30:10.000;Аптека 7;"2000200223542";55;0;288;288;"15#11000687#66132#11_68"
2022-01-23 13:32:40.000;Аптека 2;"2000200199243";1;0;199;199;"15#2000318#66132#2_77"
2022-01-23 13:32:51.000;Аптека 7;d0e9398b-d76e-4b28-8726-c82b2f37b91e;56;0;1892;1892;"15#11000687#66132#11_69"
2022-01-23 13:35:33.000;Аптека 2;"2000200198765";14;0;626;626;"15#2000318#66132#2_78"
2022-01-23 13:37:16.000;Аптека 2;"32d6fc5d-a1a1-4f4c-858f-7645ff601270";2;0;200;200;"15#2000318#66132#2_79"
2022-01-23 13:42:07.000;Аптека 8;"2000200217824";2;0;42;42;"15#15000232#66132#15_49"
2022-01-23 13:45:53.000;Аптека 7;"0e24ef7d-5bfb-4abe-b677-47faf9463e1c";44;0;1905;1905;"15#11000687#66132#11_77"
2022-01-23 13:51:57.000;Аптека 1;"2000200209003";2;53;153;153;"15#13000251#66132#13_56"
2022-01-23 14:07:18.000;Аптека 1;"69c1eaee-0906-41a6-b905-c14970723308";35;91;1108;1108;"15#13000251#66132#13_58"
2022-01-23 14:16:51.000;Аптека 1;"2000200194217";61;0;425;425;"15#13000251#66132#13_60"
2022-01-23 14:19:27.000;Аптека 1;a4b10665-2cc2-4aca-a7cb-27cb3e814cc4;25;0;840;840;"15#13000251#66132#13_61"
2022-01-23 14:28:57.000;Аптека 10;"2000200193746";48;0;1018;1018;"15#17000438#66132#17_62"
2022-01-23 14:33:24.000;Аптека 8;cedb12ed-d221-48e5-8a04-ff44acd49175;1;2;102;102;"15#15000232#66132#15_58"
2022-01-23 14:36:16.000;Аптека 2;"24825025-ecd3-4e6d-afea-b191b2df669a";22;0;1703;1703;"15#2000318#66132#2_94"
